Lat,Long
53.3181,-6.0199
53.2795,-6.2904
53.2553,-6.0373
53.2561,-6.3082
53.3424,-6.2479
53.3396,-6.3101
53.2685,-6.2846
53.2878,-6.1307
53.3424,-6.2487
53.2672,-6.1846
53.3430,-6.0232
53.2739,-6.0422
53.2509,-6.1286
53.2736,-6.1433
53.3320,-6.2679
53.3064,-6.2624
53.3190,-6.1280
53.2900,-6.3090
53.2613,-6.1831
53.3120,-6.0902
53.3253,-6.0278
53.3090,-6.3110
53.3090,-6.1538
53.3296,-6.0716
53.2847,-6.1052
53.2815,-6.1423
53.2994,-6.0927
53.3450,-6.1973
53.3394,-6.0276
53.3190,-6.2008
53.3323,-6.1490
53.2767,-6.0300
53.3465,-6.1076
53.2967,-6.1578
53.3041,-6.2635
53.2585,-6.0344
53.3383,-6.1566
53.3271,-6.1615
53.2595,-6.0231
53.2919,-6.2246
53.3210,-6.0952
53.2932,-6.0096
53.3171,-6.0995
53.3171,-6.1521
53.3180,-6.2204
53.2745,-6.0027
53.2614,-6.2637
53.2924,-6.0394
53.2838,-6.0982
53.2940,-6.1299
53.2510,-6.1558
53.2927,-6.2540
53.3005,-6.1629
53.3067,-6.2895
53.2826,-6.0165
53.3109,-6.3022
53.2516,-6.2862
53.2708,-6.1583
53.2935,-6.2137
53.2528,-6.2330
53.2598,-6.1539
53.2546,-6.3338
53.2732,-6.2764
53.3331,-6.2489
53.3360,-6.2917
53.2843,-6.2620
53.3214,-6.0747
53.3475,-6.1156
53.2575,-6.0008
53.2770,-6.1241
53.3097,-6.0853
53.3139,-6.3208
53.3255,-6.0256
53.3383,-6.0728
53.3462,-6.1478
53.3130,-6.0021
53.3446,-6.2563
53.2812,-6.0929
53.3439,-6.1587
53.3244,-6.2812
53.3219,-6.0187
53.2798,-6.3016
53.3053,-6.0855
53.2545,-6.0210
53.3487,-6.3284
53.3235,-6.0943
53.3196,-6.0669
53.3039,-6.2356
53.3471,-6.1224
53.2563,-6.2495
53.2925,-6.1903
53.3079,-6.1843
53.3262,-6.2938
53.2914,-6.2315
53.3132,-6.1757
53.2566,-6.1465
53.3358,-6.2505
53.2939,-6.2514
53.3254,-6.3115
53.3045,-6.0985
53.2791,-6.1157
53.2535,-6.1869
53.3252,-6.0864
53.3445,-6.1193
53.3384,-6.3012
53.2770,-6.1647
53.3044,-6.0953
53.2958,-6.0096
53.3424,-6.0569
53.2568,-6.3423
53.3087,-6.1788
53.3217,-6.0779
53.3301,-6.0592
53.2832,-6.1958
53.2608,-6.1106
53.3363,-6.1157
53.3468,-6.2767
53.2900,-6.2263
53.3244,-6.0403
53.2926,-6.2820
53.3420,-6.1450
53.3199,-6.0846
53.3381,-6.0790
53.2991,-6.0344
53.3055,-6.0025
53.2760,-6.2158
53.2546,-6.1679
53.3090,-6.2759
53.2856,-6.0046
53.3199,-6.2191
53.2785,-6.2109
53.3439,-6.2821
53.2552,-6.0399
53.3327,-6.3357
53.2522,-6.1729
53.3428,-6.2569
53.2856,-6.0128
53.2969,-6.2247
53.2989,-6.2317
53.2799,-6.0435
53.3362,-6.0297
53.3328,-6.2216
53.2721,-6.0715
53.2878,-6.3361
53.2589,-6.2023
53.2861,-6.1494
53.2667,-6.1811
53.2885,-6.0705
53.3273,-6.2085
53.2885,-6.3415
53.3212,-6.1036
53.2881,-6.1605
53.3078,-6.0788
53.3411,-6.1928
53.3161,-6.0777
53.2777,-6.1511
53.2988,-6.2086
53.2687,-6.1438
53.2827,-6.0762
53.3345,-6.2297
53.2859,-6.1117
53.2923,-6.0897
53.2612,-6.2980
53.2661,-6.3439
53.3144,-6.1362
53.2737,-6.0374
53.3486,-6.0303
53.2713,-6.1118
53.3471,-6.1953
53.2853,-6.2035
53.3279,-6.1688
53.3012,-6.2793
53.3087,-6.2959
53.2857,-6.2233
53.3119,-6.0647
53.3107,-6.2540
53.2533,-6.0057
53.2646,-6.2452
53.2792,-6.3496
53.2515,-6.0668
53.3337,-6.0538
53.2532,-6.1165
53.3021,-6.0408
53.2782,-6.1855
53.2501,-6.0345
53.3408,-6.1431
53.2886,-6.2754
53.3115,-6.0192
53.3001,-6.1397
53.2688,-6.1758
53.3344,-6.0295
53.2792,-6.3187
53.3309,-6.0833
53.2591,-6.0503
53.2959,-6.0403
53.2830,-6.0915
53.2817,-6.2272
53.2696,-6.2851
53.3395,-6.0333
53.3244,-6.0858
53.3263,-6.2982
53.2502,-6.0035
53.2935,-6.0451
53.2586,-6.3327
53.2812,-6.3449
53.3182,-6.3198
53.3126,-6.0656
53.2898,-6.2209
53.2587,-6.0403
53.2830,-6.0132
53.3266,-6.1526
53.3421,-6.1547
53.2941,-6.3170
53.2668,-6.1542
53.2690,-6.2996
53.2873,-6.2451
53.2634,-6.1891
53.2881,-6.3475
53.2857,-6.0172
53.3088,-6.2835
53.2802,-6.3348
53.2962,-6.1615
53.2574,-6.3262
53.3241,-6.1968
53.2684,-6.2573
53.2838,-6.0974
53.2800,-6.2747
53.3070,-6.2137
53.2758,-6.0344
53.3129,-6.0740
53.2907,-6.3181
53.3305,-6.0094
53.2664,-6.2627
53.3158,-6.1655
53.3268,-6.2834
53.3304,-6.0363
53.2568,-6.1193
53.2545,-6.0816
53.2619,-6.0307
53.2838,-6.0065
53.3038,-6.0187
53.2704,-6.1878
53.3239,-6.0495
53.3314,-6.2048
53.2912,-6.2696
53.2699,-6.1513
53.3283,-6.3334
53.3144,-6.0159
53.3288,-6.0870
53.2694,-6.1879
53.3441,-6.0273
53.3040,-6.2656
53.3239,-6.2063
53.3486,-6.2092
53.2591,-6.2361
53.3455,-6.0713
53.3397,-6.3012
53.2736,-6.0616
53.2804,-6.2114
53.2660,-6.0155
53.3382,-6.1649
53.3093,-6.1193
53.2788,-6.2256
53.2756,-6.3450
53.2690,-6.2980
53.2595,-6.2191
53.3181,-6.0848
53.3463,-6.1454
53.3324,-6.3242
53.3192,-6.1563
53.2686,-6.1032
53.2628,-6.2188
53.2896,-6.1222
53.3160,-6.0688
53.3360,-6.2212
53.2875,-6.1168
53.3302,-6.2877
53.2711,-6.3025
53.2941,-6.2546
53.2896,-6.1472
53.3412,-6.2481
53.3380,-6.1049
53.3266,-6.0702
53.3050,-6.1405
53.2803,-6.2555
53.3241,-6.2009
53.3444,-6.1956
53.3412,-6.2744
53.2670,-6.3118
53.2541,-6.2414
53.2540,-6.1956
53.2947,-6.1190
53.3250,-6.2249
53.3360,-6.3118
53.3414,-6.1330
53.3379,-6.2985
53.2875,-6.2722
53.3071,-6.1001
53.3305,-6.2518
53.3289,-6.2550
53.3005,-6.1828
53.3419,-6.0806
53.2864,-6.1808
53.2552,-6.0332
53.2856,-6.2568
53.3149,-6.1027
53.3342,-6.0276
53.3478,-6.2354
53.2674,-6.1638
53.2834,-6.2697
53.2553,-6.0018
53.3200,-6.3148
53.2819,-6.2934
53.2717,-6.2129
53.2946,-6.2943
53.3071,-6.2435
53.2950,-6.0690
53.2835,-6.2905
53.3098,-6.1865
53.2638,-6.1691
53.2763,-6.2704
53.2931,-6.0906
53.2886,-6.1577
53.2847,-6.2831
53.3023,-6.3425
53.2964,-6.0649
53.3317,-6.2196
53.3176,-6.1656
53.3154,-6.2103
53.3139,-6.1004
53.3148,-6.2244
53.2574,-6.1111
53.3467,-6.2659
53.3446,-6.2100
53.2845,-6.0987
53.2913,-6.1296
53.3240,-6.0883
53.3274,-6.0301
53.3180,-6.1844
53.3009,-6.2148
53.2849,-6.2316
53.2895,-6.3231
53.2569,-6.0397
53.3340,-6.1644
53.2585,-6.0864
53.2915,-6.1312
53.3368,-6.0081
53.3422,-6.1924
53.3363,-6.1346
53.2629,-6.1196
53.2890,-6.0297
53.2832,-6.3053
53.2866,-6.0921
53.2755,-6.1174
53.2559,-6.1433
53.3498,-6.2305
53.3199,-6.1974
53.3361,-6.1614
53.2891,-6.0794
53.3244,-6.1175
53.3020,-6.1802
53.3307,-6.0844
53.2800,-6.2266
53.2680,-6.0755
53.3500,-6.2515
53.2921,-6.2200
53.3122,-6.3159
53.3039,-6.1878
53.2814,-6.0010
53.3467,-6.2171
53.2665,-6.2541
53.2674,-6.2783
53.3153,-6.1283
53.2876,-6.3029
53.3423,-6.1436
53.3240,-6.3279
53.3026,-6.1121
53.3500,-6.0615
53.2974,-6.1404
53.3083,-6.1571
53.3334,-6.2794
53.2836,-6.0783
53.3048,-6.0239
53.2683,-6.0433
53.3175,-6.1990
53.3054,-6.0676
53.3220,-6.3309
53.2577,-6.0257
53.2798,-6.3284
53.2624,-6.2772
53.3047,-6.1500
53.2967,-6.0505
53.2746,-6.0941
53.3304,-6.0048
53.2508,-6.0153
53.3081,-6.1122
53.3394,-6.1625
53.3277,-6.2190
53.3489,-6.2622
53.3159,-6.3099
53.2941,-6.0413
53.2888,-6.1157
53.3257,-6.0386
53.2589,-6.2201
53.2735,-6.0341
53.3023,-6.1035
53.2728,-6.1866
53.2697,-6.2689
53.2713,-6.2347
53.3443,-6.1946
53.2542,-6.0029
53.3353,-6.1309
53.3291,-6.3439
53.2651,-6.2501
53.3147,-6.2479
53.3284,-6.2000
53.2512,-6.1520
53.2507,-6.2844
53.3291,-6.3481
53.2921,-6.3254
53.3183,-6.3086
53.3022,-6.2537
53.2763,-6.1548
53.2845,-6.0390
53.3205,-6.3310
53.3171,-6.2814
53.3230,-6.2380
53.2781,-6.0264
53.3465,-6.2868
53.2860,-6.2838
53.2560,-6.2329
53.3057,-6.1514
53.2551,-6.0685
53.2593,-6.0639
53.2795,-6.0949
53.3483,-6.0070
53.2721,-6.1550
53.2977,-6.3327
53.3258,-6.2823
53.2794,-6.0791
53.2775,-6.2429
53.2526,-6.2234
53.3126,-6.0789
53.2932,-6.0204
53.2639,-6.0668
53.3177,-6.1797
53.3364,-6.3261
53.3085,-6.2878
53.3283,-6.2334
53.2665,-6.0677
53.2807,-6.0004
53.2701,-6.0550
53.2940,-6.2493
53.3213,-6.0120
53.2524,-6.2205
53.2677,-6.0491
53.2974,-6.0964
53.3026,-6.2306
53.3488,-6.0891
53.3158,-6.1243
53.3096,-6.2988
53.2871,-6.1756
53.2805,-6.1959
53.2720,-6.2791
53.3387,-6.1134
53.3188,-6.1717
53.3028,-6.1186
53.3132,-6.3264
53.3280,-6.3388
53.2655,-6.1403
53.2750,-6.0749
53.3250,-6.0844
53.3183,-6.2869
53.3273,-6.3279
53.3359,-6.0092
53.3296,-6.2255
53.3006,-6.2735
53.2985,-6.1228
53.2568,-6.1712
53.3128,-6.2768
53.2662,-6.1749
53.3291,-6.0514
53.2997,-6.3333
53.3206,-6.1189
53.2592,-6.2061
53.2536,-6.1862
53.3186,-6.2181
53.3156,-6.2237
53.3238,-6.3122
53.3004,-6.3213
53.3272,-6.0447
53.3463,-6.2834
53.3093,-6.3230
53.3087,-6.0029
53.3429,-6.3015
53.3327,-6.2283
53.3411,-6.2620
53.3328,-6.1002
53.3075,-6.1266
53.3498,-6.0262
53.3208,-6.1163
53.2558,-6.1079
53.3184,-6.2489
53.3416,-6.2433
53.2973,-6.2508
53.3134,-6.1327
53.3155,-6.0057
53.2767,-6.3032
53.2717,-6.2137
53.3148,-6.0740
53.3401,-6.0385
53.3006,-6.2127
53.2932,-6.0484
53.3085,-6.0038
53.3056,-6.0922
53.2703,-6.2973
53.2841,-6.3200
53.2993,-6.2601
53.2900,-6.2438
53.2917,-6.0968
53.2792,-6.3281
53.2657,-6.0519
53.2996,-6.3132
53.3387,-6.2579
53.2960,-6.2211
53.3431,-6.2783
53.3302,-6.1075
53.2924,-6.2687
53.2536,-6.1570
53.3367,-6.2638
53.3090,-6.0659
53.2569,-6.2842
53.3417,-6.3391
53.2960,-6.1684
53.2892,-6.1792
53.3431,-6.3345
53.2642,-6.1568
53.3303,-6.3445
53.3251,-6.3373
53.2604,-6.2905
53.2645,-6.0617
53.2954,-6.3121
53.2500,-6.1457
53.3074,-6.0262
53.2594,-6.3216
53.2655,-6.2225
53.2946,-6.1471
53.3275,-6.0949
53.2949,-6.0728
53.3438,-6.2789
53.2713,-6.1592
53.2732,-6.0086
53.3304,-6.1152
53.2678,-6.0635
53.2662,-6.1986
53.2889,-6.2481
53.2692,-6.1410
53.2838,-6.2387
53.2830,-6.0399
53.3175,-6.2507
53.2740,-6.0381
53.3373,-6.1262
53.2710,-6.2635
53.2697,-6.0017
53.3111,-6.3322
53.2863,-6.0606
53.2968,-6.2129
53.3437,-6.1883
53.2951,-6.2066
53.2753,-6.1916
53.3128,-6.1280
53.2969,-6.1395
53.3147,-6.3014
53.2943,-6.2454
53.2729,-6.0949
53.3326,-6.0345
53.2983,-6.1440
53.3406,-6.2568
53.2738,-6.0826
53.2725,-6.2796
53.3325,-6.2387
53.3069,-6.1065
53.2969,-6.1446
53.2730,-6.1644
53.3132,-6.1629
53.2643,-6.2554
53.3382,-6.2740
53.2555,-6.2232
53.2562,-6.0191
53.2737,-6.3013
53.3106,-6.3338
53.2545,-6.2642
53.3378,-6.2046
53.3452,-6.1999
53.2857,-6.2884
53.2629,-6.2203
53.2524,-6.3422
53.2656,-6.2632
53.3056,-6.1373
53.2987,-6.1011
53.2604,-6.1129
53.3144,-6.3226
53.3253,-6.3045
53.2923,-6.0437
53.3244,-6.1671
53.3294,-6.2985
53.3353,-6.0112
53.2989,-6.1695
53.3158,-6.1604
53.3469,-6.3472
53.3223,-6.1786
53.2548,-6.3143
53.3155,-6.0687
53.2862,-6.1490
53.2532,-6.1030
53.3081,-6.3204
53.2738,-6.2378
53.2757,-6.2907
53.3008,-6.3295
53.3343,-6.2525
53.3066,-6.3127
53.3127,-6.2294
53.2694,-6.0403
53.2513,-6.1869
53.2691,-6.2890
53.3265,-6.1424
53.2615,-6.2685
53.3177,-6.2971
53.2941,-6.2321
53.2957,-6.3022
53.2851,-6.2958
53.3097,-6.2232
53.3263,-6.1623
53.3093,-6.3086
53.2786,-6.2261
53.3008,-6.2033
53.3417,-6.2061
53.3373,-6.0598
53.2547,-6.2882
53.2812,-6.1092
53.3420,-6.2507
53.2868,-6.0130
53.2758,-6.3182
53.2969,-6.3240
53.3421,-6.0064
53.2956,-6.2689
53.3484,-6.0020
53.2592,-6.2889
53.3005,-6.2811
53.2906,-6.2082
53.2798,-6.2284
53.3426,-6.2546
53.3026,-6.1333
53.3122,-6.1179
53.3050,-6.1171
53.2860,-6.0805
53.3020,-6.1461
53.3057,-6.2346
53.3477,-6.2053
53.3472,-6.1485
53.2641,-6.1973
53.3342,-6.2630
53.2752,-6.1948
53.2553,-6.2866
53.2666,-6.2071
53.3442,-6.2871
53.3485,-6.2262
53.3164,-6.1263
53.2676,-6.3068
53.3438,-6.2874
53.2919,-6.1233
53.3441,-6.2551
53.3158,-6.3490
53.2641,-6.0926
53.2694,-6.0776
53.2612,-6.2155
53.3285,-6.2313
53.3161,-6.2800
53.3349,-6.2899
53.2561,-6.0506
53.3334,-6.1125
53.2655,-6.2106
53.3094,-6.2397
53.2821,-6.3396
53.2954,-6.1875
53.3457,-6.2667
53.3228,-6.1778
53.2905,-6.3261
53.2552,-6.1272
53.2650,-6.0341
53.2643,-6.0324
53.3462,-6.2082
53.2776,-6.0004
53.2972,-6.3122
53.2988,-6.0846
53.3161,-6.0235
53.3166,-6.2132
53.2826,-6.2161
53.2625,-6.1374
53.2916,-6.2055
53.3486,-6.2635
53.2567,-6.1818
53.3331,-6.1669
53.3175,-6.0322
53.3442,-6.3050
53.3487,-6.0644
53.3232,-6.0871
53.3461,-6.1561
53.3411,-6.0491
53.3339,-6.1471
53.2602,-6.3115
53.2678,-6.0226
53.2844,-6.1426
53.2611,-6.3245
53.3316,-6.3093
53.3071,-6.1384
53.2635,-6.0447
53.2781,-6.2765
53.2989,-6.3090
53.2687,-6.2837
53.3467,-6.2285
53.3317,-6.1770
53.3218,-6.0103
53.3326,-6.1006
53.2606,-6.1717
53.2810,-6.2410
53.3477,-6.2235
53.3398,-6.2111
53.3443,-6.0789
53.2677,-6.0544
53.3258,-6.0446
53.3085,-6.1100
53.3265,-6.1772
53.3073,-6.0937
53.3473,-6.1759
53.2892,-6.2719
53.2906,-6.3117
53.3308,-6.0464
53.2577,-6.1478
53.3086,-6.1011
